Name,Image,Known For
Ishaan Khatter,"<img src=""https://image.tmdb.org/t/p/w500/a71GZNDh1zxr182cHXr1z4UmXO0.jpg"" width=""300"">","Known for Don't Look Up, Dhadak, and Pippa"
Jonathan Bailey,"<img src=""https://image.tmdb.org/t/p/w500/mZNzekZo8eaHMuXKgDTNLp0EvYM.jpg"" width=""300"">","Known for Jurassic World Rebirth, Wicked, and Wicked: For Good"
Phoebe Cates,"<img src=""https://image.tmdb.org/t/p/w500/y8oJDgUeeiJqp9buczIMG8RONTh.jpg"" width=""300"">","Known for Gremlins, Gremlins 2: The New Batch, and Fast Times at Ridgemont High"
Azi Acosta,"<img src=""https://image.tmdb.org/t/p/w500/ANDA47GMfwbCtHfKafl09rcv6c.jpg"" width=""300"">","Known for Sorority, Arouse, and Sugar Baby"
Davina Karamoy,"<img src=""https://image.tmdb.org/t/p/w500/oIew0VWK7szGvIcnQZjV9gg4kl7.jpg"" width=""300"">","Known for Tak Ingin Usai Disini, Ipar Adalah Maut, and The Third Eye 2"
Zhou Yiran,"<img src=""https://image.tmdb.org/t/p/w500/3KU8cdAC94SuyqwEfnyLQ7FA2h6.jpg"" width=""300"">",Known for 2024湖南卫视芒果TV跨年晚会
Megumi Hayashibara,"<img src=""https://image.tmdb.org/t/p/w500/3Alm4pmBIxpeeh0Sdippxdbkpne.jpg"" width=""300"">","Known for Neon Genesis Evangelion: Death and Rebirth, Castle in the Sky, and Paprika"
Tia Carrere,"<img src=""https://image.tmdb.org/t/p/w500/rnHioNQkSmBAMgEBseu9bu6vw9l.jpg"" width=""300"">","Known for Lilo & Stitch, Lilo & Stitch, and Lilo & Stitch 2: Stitch Has a Glitch"
Clancy Brown,"<img src=""https://image.tmdb.org/t/p/w500/xjg0ZIxP0tFcEQCTeRgKxNtLdpe.jpg"" width=""300"">","Known for Thor: Ragnarok, John Wick: Chapter 4, and The Shawshank Redemption"
Josh Hartnett,"<img src=""https://image.tmdb.org/t/p/w500/8nTEioiir92fGHcASarPxkjF6kG.jpg"" width=""300"">","Known for Oppenheimer, Fight or Flight, and Wrath of Man"
Clive Owen,"<img src=""https://image.tmdb.org/t/p/w500/xlWpuLgwxMnZEVgV9OID1TkUNtP.jpg"" width=""300"">","Known for Cleaner, Anon, and Valerian and the City of a Thousand Planets"
Sam Neill,"<img src=""https://image.tmdb.org/t/p/w500/iIfuxalf37xUayuGyK0zG7z6WEZ.jpg"" width=""300"">","Known for Thor: Ragnarok, Jurassic World Dominion, and Thor: Love and Thunder"
Rashida Jones,"<img src=""https://image.tmdb.org/t/p/w500/cgWGm9eYCretBWeljPVtpRV7n6V.jpg"" width=""300"">","Known for Inside Out, The Social Network, and The Grinch"
Wallace Shawn,"<img src=""https://image.tmdb.org/t/p/w500/wVaM1WlFKDce4esThwL4XtNLhOe.jpg"" width=""300"">","Known for Toy Story, Monsters, Inc., and Toy Story 2"
Saori Hayami,"<img src=""https://image.tmdb.org/t/p/w500/gLv9lO7dlUbIsmyJUvgegqAAXki.jpg"" width=""300"">","Known for Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train, Demon Slayer: Kimetsu no Yaiba Infinity Castle, and A Silent Voice: The Movie"
Jason Isaacs,"<img src=""https://image.tmdb.org/t/p/w500/s6XRFjqUsrDJfDQuXPOoExAYPmb.jpg"" width=""300"">","Known for Harry Potter and the Chamber of Secrets, Harry Potter and the Goblet of Fire, and Harry Potter and the Order of the Phoenix"
Mel Brooks,"<img src=""https://image.tmdb.org/t/p/w500/c21qNcMJlHnRolfhQhZOVacjtwI.jpg"" width=""300"">","Known for Spaceballs, Toy Story 4, and Ballerina"
Kana Hanazawa,"<img src=""https://image.tmdb.org/t/p/w500/rYbVloKRRK3gRTVAf3Mbj9xak4Z.jpg"" width=""300"">","Known for Your Name., Demon Slayer: Kimetsu no Yaiba Infinity Castle, and Demon Slayer: Kimetsu no Yaiba -To the Hashira Training-"
Frank Grillo,"<img src=""https://image.tmdb.org/t/p/w500/br2nPzelch2Tb3pZHnYAbXng7cz.jpg"" width=""300"">","Known for Superman, Avengers: Endgame, and Werewolves"
Simon Pegg,"<img src=""https://image.tmdb.org/t/p/w500/jw8bEEoTOithyNf0qxu4Zt1yaKp.jpg"" width=""300"">","Known for Mission: Impossible - The Final Reckoning, Mission: Impossible - Fallout, and Mission: Impossible - Dead Reckoning Part One"
Julia Victoria,"<img src=""https://image.tmdb.org/t/p/w500/3Xm4zDO3gUVU4OWZnhb983GnEGx.jpg"" width=""300"">","Known for Bula, Kabayo, and Sisid Marino"
Justin Long,"<img src=""https://image.tmdb.org/t/p/w500/7TGXeHw4o86IBm6xknQotpludXK.jpg"" width=""300"">","Known for He's Just Not That Into You, Idiocracy, and Alvin and the Chipmunks"
Michael Rooker,"<img src=""https://image.tmdb.org/t/p/w500/ngOuHNIAGrKyY1O7F0f9C5Q9ONg.jpg"" width=""300"">","Known for Guardians of the Galaxy Vol. 2, Superman, and Fast X"
Dulquer Salmaan,"<img src=""https://image.tmdb.org/t/p/w500/8AT3qDRakZQSZ6HVj7sQFUzN07N.jpg"" width=""300"">","Known for Kalki 2898-AD, Sita Ramam, and Lucky Baskhar"
Daryl Hannah,"<img src=""https://image.tmdb.org/t/p/w500/5FllFmoiaru7tjXJ6Orc11OpQcw.jpg"" width=""300"">","Known for Blade Runner, Kill Bill: Vol. 1, and Kill Bill: Vol. 2"
Adam Scott,"<img src=""https://image.tmdb.org/t/p/w500/b82C29R6fGiPoqIglQ4lzS6q2YX.jpg"" width=""300"">","Known for The Monkey, Madame Web, and The Secret Life of Walter Mitty"
Hilary Duff,"<img src=""https://image.tmdb.org/t/p/w500/2CCWB8ow2S1jxTrajq1YKOubFGN.jpg"" width=""300"">","Known for A Cinderella Story, Cheaper by the Dozen, and The Lizzie McGuire Movie"
Sara Waisglass,"<img src=""https://image.tmdb.org/t/p/w500/dI625xFV4M78v5mi05PjgcTr08m.jpg"" width=""300"">","Known for Ginny & Georgia - The Afterparty, Cascade, and Afterwards"
Rose Leslie,"<img src=""https://image.tmdb.org/t/p/w500/4XD7YmJ0W2P8iIOCy0sdtM2ABr7.jpg"" width=""300"">","Known for Death on the Nile, The Last Witch Hunter, and Morgan"
Kim Seon-ho,"<img src=""https://image.tmdb.org/t/p/w500/qG8QeXHCn3iAJxeUCsPswM3Zw5l.jpg"" width=""300"">",Known for The Childe
Gemma Arterton,"<img src=""https://image.tmdb.org/t/p/w500/Alfm28oyHNiYweNCUaMmrVjVMAT.jpg"" width=""300"">","Known for The King's Man, Clash of the Titans, and Hansel & Gretel: Witch Hunters"
Tom Felton,"<img src=""https://image.tmdb.org/t/p/w500/4fO0PjiBbNFEnYLPe55xUUP7Wgf.jpg"" width=""300"">","Known for Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, and Harry Potter and the Goblet of Fire"
Famke Janssen,"<img src=""https://image.tmdb.org/t/p/w500/nt4fpE3cerdDWyZFiRkYRDcOYh4.jpg"" width=""300"">","Known for Taken, X-Men: Days of Future Past, and Taken 3"
Jagadish,"<img src=""https://image.tmdb.org/t/p/w500/ml3XX5bWPIdHUPvqhW2MYYZ8H7Y.jpg"" width=""300"">","Known for Marco, Billu, and Officer on Duty"
Wes Anderson,"<img src=""https://image.tmdb.org/t/p/w500/s03CeUeC5yAXyB1acqP0zGNo2SC.jpg"" width=""300"">","Known for Sing 2, Sing, and Fantastic Mr. Fox"
Zoë Kravitz,"<img src=""https://image.tmdb.org/t/p/w500/g5ChEPzSe4OkeMFFccPjAGHbnta.jpg"" width=""300"">","Known for The Batman, The Lego Batman Movie, and Spider-Man: Into the Spider-Verse"
Jack Quaid,"<img src=""https://image.tmdb.org/t/p/w500/320qW5yEbxpmyxQ3evmClJbtKag.jpg"" width=""300"">","Known for Oppenheimer, Spider-Man: Across the Spider-Verse, and Novocaine"
Michael J. Fox,"<img src=""https://image.tmdb.org/t/p/w500/2JB4FMgQmnhbBlQ4SxWFN9EIVDi.jpg"" width=""300"">","Known for Back to the Future, Back to the Future Part II, and Back to the Future Part III"
Debby Ryan,"<img src=""https://image.tmdb.org/t/p/w500/hYMnrAO1fZx9tPmIM8xajliVT1N.jpg"" width=""300"">","Known for Fast X, Secret of the Wings, and Turtles All the Way Down"
Melissa Benoist,"<img src=""https://image.tmdb.org/t/p/w500/1F0fCPNhb5W0WyFe8Tszfbx1DEp.jpg"" width=""300"">","Known for Whiplash, The Longest Ride, and Patriots Day"
Ayanna Misola,"<img src=""https://image.tmdb.org/t/p/w500/dkxVPvNEzqUPvxuVak50GzZkWGk.jpg"" width=""300"">","Known for Arouse, Boy Kaldag, and Kinsenas, Katapusan"
Christina Hendricks,"<img src=""https://image.tmdb.org/t/p/w500/nwSh3NXQtUT3joHbCVwLvOoBxJG.jpg"" width=""300"">","Known for Toy Story 4, Drive, and Tinker Bell and the Pirate Fairy"
Julia Stiles,"<img src=""https://image.tmdb.org/t/p/w500/9PJ6G5begxnZkkwvqZqMs0Iwn5o.jpg"" width=""300"">","Known for 10 Things I Hate About You, Jason Bourne, and The Bourne Identity"
Michael Peña,"<img src=""https://image.tmdb.org/t/p/w500/ft9e3EX4JG9MwK9pXwgbJ8ZvFoV.jpg"" width=""300"">","Known for A Working Man, Fury, and The Martian"
Michael Jai White,"<img src=""https://image.tmdb.org/t/p/w500/YPoHYuzR37wFpPpwEXZYQlhLln.jpg"" width=""300"">","Known for The Dark Knight, The Island, and Accident Man"
Hiroyuki Sanada,"<img src=""https://image.tmdb.org/t/p/w500/SOwDxhGnRccP2lAtssQ7TxCzOe.jpg"" width=""300"">","Known for John Wick: Chapter 4, Life, and Avengers: Endgame"
Russell Crowe,"<img src=""https://image.tmdb.org/t/p/w500/rsxGCRtPu42uKDJZlz7qknvz8h6.jpg"" width=""300"">","Known for Kraven the Hunter, Gladiator, and Man of Steel"
Melissa O'Neil,"<img src=""https://image.tmdb.org/t/p/w500/jDR0MFSeoFeqLZ4YkbN8kZj75Fu.jpg"" width=""300"">",Known for A Simple Favor
Kevin Smith,"<img src=""https://image.tmdb.org/t/p/w500/uxDQ0NTZMnOuAaPa0tQzMFV9dx4.jpg"" width=""300"">","Known for Star Wars: The Rise of Skywalker, Star Wars: The Force Awakens, and Scream 3"
Mark Hamill,"<img src=""https://image.tmdb.org/t/p/w500/2ZulC2Ccq1yv3pemusks6Zlfy2s.jpg"" width=""300"">","Known for Star Wars, The Wild Robot, and Star Wars: The Last Jedi"
John C. Reilly,"<img src=""https://image.tmdb.org/t/p/w500/iDQ8w4qcxU3le5ZWoCKpHs1QNok.jpg"" width=""300"">","Known for Kong: Skull Island, The Dictator, and Sing"
Christoph Waltz,"<img src=""https://image.tmdb.org/t/p/w500/jMvLGCVXLaBqjRLf5olyvEucZob.jpg"" width=""300"">","Known for Inglourious Basterds, No Time to Die, and Spectre"
Akira Kurosawa,"<img src=""https://image.tmdb.org/t/p/w500/ca8fRqLDfTJTCamLKHp70up23ET.jpg"" width=""300"">","Known for And the Oscar Goes To..., Babenco: Tell Me When I Die, and Akira Kurosawa: It Is Wonderful to Create: 'Sanjuro'"
Anthony Ramos,"<img src=""https://image.tmdb.org/t/p/w500/2Stnm8PQI7xHkVwINb4MhS7LOuR.jpg"" width=""300"">","Known for Transformers: Rise of the Beasts, Twisters, and The Bad Guys"
Chris Pine,"<img src=""https://image.tmdb.org/t/p/w500/d8hGMH1igEFnpNFEEFdP3yFHV3U.jpg"" width=""300"">","Known for Spider-Man: Into the Spider-Verse, Wonder Woman, and Dungeons & Dragons: Honor Among Thieves"
Anjali,"<img src=""https://image.tmdb.org/t/p/w500/aTLJCkl6mBXnb5ekKQytd7zTfne.jpg"" width=""300"">","Known for Game Changer, Mankatha, and Madha Gaja Raja"
Dermot Mulroney,"<img src=""https://image.tmdb.org/t/p/w500/zemTC606JcuMgIGbJMYAocrS5Gm.jpg"" width=""300"">","Known for Scream VI, Anyone But You, and The Mountain Between Us"
Ashley Tisdale,"<img src=""https://image.tmdb.org/t/p/w500/ot6ib67jxvKVG1JCBl0ROPGtdeP.jpg"" width=""300"">","Known for Donnie Darko, A Bug's Life, and Phineas and Ferb The Movie: Across the 2nd Dimension"
Choi Seung-hyun,"<img src=""https://image.tmdb.org/t/p/w500/1Uvd0KfCjZdPmFxp7HFnxkN0Tmf.jpg"" width=""300"">","Known for Tazza: The Hidden Card, 71: Into the Fire, and Commitment"
Olivia Wilde,"<img src=""https://image.tmdb.org/t/p/w500/3C7ogDK7ZrpQezMxG8ILO2ILY9a.jpg"" width=""300"">","Known for Ghostbusters: Afterlife, Her, and The Girl Next Door"
Yui Aragaki,"<img src=""https://image.tmdb.org/t/p/w500/vhjyfNcXOy6MGgFZmSwM7Ou1FSL.jpg"" width=""300"">","Known for The Colors Within, Sky of Love, and Dogwood Tree"
Isabelle Fuhrman,"<img src=""https://image.tmdb.org/t/p/w500/f85lSSPHMZZihqs7qfOn1xQHtH7.jpg"" width=""300"">","Known for The Hunger Games, Wish You Were Here, and Orphan"
N.T. Rama Rao Jr.,"<img src=""https://image.tmdb.org/t/p/w500/1FkLAFI5OJ9NMRafPd1e8Zi24tR.jpg"" width=""300"">","Known for Devara: Part 1, RRR, and Janatha Garage"
Sally Field,"<img src=""https://image.tmdb.org/t/p/w500/5fBK36MdmdwQQMuP0W70rXADXih.jpg"" width=""300"">","Known for Forrest Gump, The Amazing Spider-Man, and The Amazing Spider-Man 2"
John Lithgow,"<img src=""https://image.tmdb.org/t/p/w500/8Y1sjBdnVR483S8PrnAQzlESwhx.jpg"" width=""300"">","Known for The Accountant, Interstellar, and Shrek"
William Fichtner,"<img src=""https://image.tmdb.org/t/p/w500/wWtJOoaNAwPparpzMNuRBjvxwEf.jpg"" width=""300"">","Known for The Dark Knight, Heat, and Black Hawk Down"
Melanie Griffith,"<img src=""https://image.tmdb.org/t/p/w500/yffPcqlZMsXTCAZ84a1tLmdcIS6.jpg"" width=""300"">","Known for Lolita, The Disaster Artist, and Stuart Little 2"
Nijiro Murakami,"<img src=""https://image.tmdb.org/t/p/w500/ixKuljx33a5JqY28CsdEavflS1b.jpg"" width=""300"">","Known for Isle of Dogs, Rurouni Kenshin: The Beginning, and As the Gods Will"
Josh Duhamel,"<img src=""https://image.tmdb.org/t/p/w500/5Rp9aeWdN2S623KCjwfii9MhDK1.jpg"" width=""300"">","Known for Transformers: The Last Knight, Movie 43, and Transformers: Revenge of the Fallen"
Brenda Song,"<img src=""https://image.tmdb.org/t/p/w500/1vLlotlVcvfESzXWCk8p1RKQqV7.jpg"" width=""300"">","Known for The Social Network, Like Mike, and The Last Showgirl"
Penn Badgley,"<img src=""https://image.tmdb.org/t/p/w500/cWvqsJyD8wLZ9GXs2DqqepBIfdD.jpg"" width=""300"">","Known for Margin Call, Easy A, and John Tucker Must Die"
Amy Poehler,"<img src=""https://image.tmdb.org/t/p/w500/rwmvRonpluV6dCPiQissYrchvSD.jpg"" width=""300"">","Known for Inside Out 2, Inside Out, and Mean Girls"
Maika Monroe,"<img src=""https://image.tmdb.org/t/p/w500/x4yiKkMnCdf8g4eOrDoqla9FYEA.jpg"" width=""300"">","Known for Longlegs, It Follows, and Independence Day: Resurgence"
Haley Bennett,"<img src=""https://image.tmdb.org/t/p/w500/8HRgGypSwHeI27ffmcAELNoxIOw.jpg"" width=""300"">","Known for The Equalizer, Borderlands, and The Magnificent Seven"
Will Forte,"<img src=""https://image.tmdb.org/t/p/w500/4VEzbkL3HwHTUZAPA5PyypFG2U.jpg"" width=""300"">","Known for Grown Ups 2, 22 Jump Street, and Cloudy with a Chance of Meatballs"
Adam Brody,"<img src=""https://image.tmdb.org/t/p/w500/qKBWrohBYegm6AAaLrtxEqqouIK.jpg"" width=""300"">","Known for Mr. & Mrs. Smith, Ready or Not, and Shazam! Fury of the Gods"
Elisabeth Moss,"<img src=""https://image.tmdb.org/t/p/w500/vZDe22EtLtcHvPr28l4ZM0b7qjG.jpg"" width=""300"">","Known for Us, Girl, Interrupted, and The French Dispatch"
Tyler Posey,"<img src=""https://image.tmdb.org/t/p/w500/eXeus5vixCYfehHFUA0zgQfiqN6.jpg"" width=""300"">","Known for Teen Wolf: The Movie, Scary Movie 5, and Truth or Dare"
Anna Camp,"<img src=""https://image.tmdb.org/t/p/w500/32H0SJbTK3tvLVgf3X1aiaUdcxe.jpg"" width=""300"">","Known for The Help, Pitch Perfect 2, and Pitch Perfect"
Bill Hader,"<img src=""https://image.tmdb.org/t/p/w500/1Ocy7i8gxhUHiOTl5j3pXM2qsbW.jpg"" width=""300"">","Known for Trainwreck, Inside Out, and IF"
Rupert Grint,"<img src=""https://image.tmdb.org/t/p/w500/q2KZZ0ltTEl7Sf8volNFV1JDEP4.jpg"" width=""300"">","Known for Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, and Harry Potter and the Goblet of Fire"
Paul Wesley,"<img src=""https://image.tmdb.org/t/p/w500/1WGVCxymuPTiBCqo1Nsy42CZmEd.jpg"" width=""300"">","Known for The Baytown Outlaws, Peaceful Warrior, and Fallen"
Heather Graham,"<img src=""https://image.tmdb.org/t/p/w500/avYdNkeg1oTvmrNJbFDcTlBCkKs.jpg"" width=""300"">","Known for The Hangover, Gunslingers, and Scream 2"
Andy Lau Tak-Wah,"<img src=""https://image.tmdb.org/t/p/w500/z9R2yerjfgxwDWIH8sjiS0hhcre.jpg"" width=""300"">","Known for The Great Wall, The Wandering Earth II, and Infernal Affairs"
Christopher Lloyd,"<img src=""https://image.tmdb.org/t/p/w500/nxVjpyb3UrfbPZnEyDNlQVlFAs5.jpg"" width=""300"">","Known for Back to the Future, Nobody, and The Adventures of Buckaroo Banzai Across the 8th Dimension"
Mio Imada,"<img src=""https://image.tmdb.org/t/p/w500/f7gPq6gv3LDrs3eN0FJY5hGpfyG.jpg"" width=""300"">","Known for My Hero Academia: Heroes Rising, Tokyo Revengers, and Wotakoi: Love is Hard for Otaku"
Vijay Sethupathi,"<img src=""https://image.tmdb.org/t/p/w500/a3HWdfCAbplrvoMNEJCjnkbqqOo.jpg"" width=""300"">","Known for Jawan, Thudarum, and Ace"
Juliette Lewis,"<img src=""https://image.tmdb.org/t/p/w500/oErIsGmtxeluwtzRoWI3dx2pYGQ.jpg"" width=""300"">","Known for From Dusk Till Dawn, Old School, and Opus"
James Brolin,"<img src=""https://image.tmdb.org/t/p/w500/mdkmgcWySHNNQRJcPhtKqH9hCIE.jpg"" width=""300"">","Known for Catch Me If You Can, Our Man Flint, and True Grit"
Jaden Smith,"<img src=""https://image.tmdb.org/t/p/w500/9DoxXYjXTb9SGH2kkWNOtqmi2Ve.jpg"" width=""300"">","Known for The Karate Kid, The Pursuit of Happyness, and The Day the Earth Stood Still"
Candy Veloso,"<img src=""https://image.tmdb.org/t/p/w500/uW04svzRyG6gHDEqydUmWQb5iK8.jpg"" width=""300"">","Known for F-Buddies, Init, and Dirty Ice Cream"
Jay Baruchel,"<img src=""https://image.tmdb.org/t/p/w500/1GYJeQzPcY9Pfmc3FFsBwClkCv7.jpg"" width=""300"">","Known for How to Train Your Dragon, How to Train Your Dragon 2, and How to Train Your Dragon: The Hidden World"
Hero Fiennes Tiffin,"<img src=""https://image.tmdb.org/t/p/w500/vNdScND38ytcV4tKEdu3cnGZgSe.jpg"" width=""300"">","Known for After, Harry Potter and the Half-Blood Prince, and The Ministry of Ungentlemanly Warfare"
Toby Jones,"<img src=""https://image.tmdb.org/t/p/w500/eOZe7EZ0Ojq8PaIn1HLVex5dZwc.jpg"" width=""300"">","Known for Jurassic World: Fallen Kingdom, Harry Potter and the Chamber of Secrets, and Harry Potter and the Deathly Hallows: Part 1"
Hwang In-yeop,"<img src=""https://image.tmdb.org/t/p/w500/rT7XAbJJZTBqsNng42DuBKSt9RR.jpg"" width=""300"">",Known for 헤엄치는 새
María Valverde,"<img src=""https://image.tmdb.org/t/p/w500/ed3z5iYXw6t9XxRJDx8q1g7eWiy.jpg"" width=""300"">","Known for Three Steps Above Heaven, Exodus: Gods and Kings, and Madrid, 1987"
Ben Kingsley,"<img src=""https://image.tmdb.org/t/p/w500/vQtBqpF2HDdzbfXHDzR4u37i1Ac.jpg"" width=""300"">","Known for Shutter Island, Schindler's List, and Shang-Chi and the Legend of the Ten Rings"
Alberto Olmo,"<img src=""https://image.tmdb.org/t/p/w500/bYzbEYm5QvxywhUTWXhF7d2fEnm.jpg"" width=""300"">","Known for Bad Influence, Un lío de millones, and The Water"
Topher Grace,"<img src=""https://image.tmdb.org/t/p/w500/oJQxl4DG0KSCtOGrpWNhYz9gUZA.jpg"" width=""300"">","Known for Flight Risk, Interstellar, and Heretic"
Dina Meyer,"<img src=""https://image.tmdb.org/t/p/w500/bKte4cIXI1aQat8JLVNONZE4Y2.jpg"" width=""300"">","Known for Saw, Starship Troopers, and Lethal Seduction"
Mike Merrill,"<img src=""https://image.tmdb.org/t/p/w500/s3Ssbi7CdfJnAFSYNNkMPtID85Q.jpg"" width=""300"">","Known for STRAW, The Baby Proposal, and American Gangster Presents: Big Fifty - The Delhronda Hood Story"
Bella Thorne,"<img src=""https://image.tmdb.org/t/p/w500/jDbek5k4nf5OzvO4zuVuheKN08f.jpg"" width=""300"">","Known for Blended, Alvin and the Chipmunks: The Road Chip, and The Babysitter: Killer Queen"
Paul Dano,"<img src=""https://image.tmdb.org/t/p/w500/zEJJsm0z07EPNl2Pi1h67xuCmcA.jpg"" width=""300"">","Known for The Batman, Prisoners, and The Girl Next Door"
Rhona Mitra,"<img src=""https://image.tmdb.org/t/p/w500/180mi1x7qLyyl32oAs82fC9R7vV.jpg"" width=""300"">","Known for Shooter, Hard Target 2, and Hollow Man"
Patrick Wilson,"<img src=""https://image.tmdb.org/t/p/w500/tc1ezEfIY8BhCy85svOUDtpBFPt.jpg"" width=""300"">","Known for The Conjuring, Batman v Superman: Dawn of Justice, and The Founder"
Christian Bale,"<img src=""https://image.tmdb.org/t/p/w500/7Pxez9J8fuPd2Mn9kex13YALrCQ.jpg"" width=""300"">","Known for The Dark Knight, Ford v Ferrari, and The Dark Knight Rises"
Olivia Munn,"<img src=""https://image.tmdb.org/t/p/w500/ha4W3WfxBopQK2FZmVochNrN1GT.jpg"" width=""300"">","Known for Iron Man 2, The Predator, and X-Men: Apocalypse"
Brittany Snow,"<img src=""https://image.tmdb.org/t/p/w500/uSQW2E7caOaXHBbvL2jdzGbwDwH.jpg"" width=""300"">","Known for X, Pitch Perfect 2, and Pitch Perfect"
Richard Madden,"<img src=""https://image.tmdb.org/t/p/w500/9QQFfVZ6PLe3WVmOL56wGNOnbGL.jpg"" width=""300"">","Known for Cinderella, Eternals, and 1917"
Laiba Khan,"<img src=""https://image.tmdb.org/t/p/w500/precdtpc5rMHTVeklmKwvSqOnDi.jpg"" width=""300"">",Known for Son of Pakistan
Rosie Perez,"<img src=""https://image.tmdb.org/t/p/w500/gITXAn0inTa9wELgvbONxiw1PWz.jpg"" width=""300"">","Known for Pitch Perfect 2, The Other Guys, and Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)"
Tim Allen,"<img src=""https://image.tmdb.org/t/p/w500/woWhZzFILVhYMAvsPL171HjMY0y.jpg"" width=""300"">","Known for Toy Story, Toy Story 2, and Cars"
Leo Wu,"<img src=""https://image.tmdb.org/t/p/w500/43fYrqW26tisHBblj9lazersTdr.jpg"" width=""300"">","Known for Shadow, Adoring, and The Legend of Nezha"
Taylor Kinney,"<img src=""https://image.tmdb.org/t/p/w500/9YYfOH1rhcHo7czFVx5GBFyNOem.jpg"" width=""300"">","Known for The Other Woman, Zero Dark Thirty, and The Forest"
Kit Connor,"<img src=""https://image.tmdb.org/t/p/w500/xjvVNB4N0p0zZSDzz5Ra8LmAzEy.jpg"" width=""300"">","Known for Warfare, The Wild Robot, and Ready Player One"
Ryan Coogler,"<img src=""https://image.tmdb.org/t/p/w500/dux4DCDaL6c639DTXGiV7nm1wcN.jpg"" width=""300"">","Known for Marvel Studios Assembled: The Making of Black Panther: Wakanda Forever, Making Waves: The Art of Cinematic Sound, and Chadwick Boseman: A Tribute for a King"
Nia Long,"<img src=""https://image.tmdb.org/t/p/w500/yPLmhF9kKbCtsDhUnaV6g2GHWIc.jpg"" width=""300"">","Known for You People, Friday, and Missing"
Sebastian Eugene Hansen,"<img src=""https://image.tmdb.org/t/p/w500/40HNkoB3RKPMPgLhTyKQU6kG0sc.jpg"" width=""300"">",Known for A Minecraft Movie and Just Mercy
Zhang Jingyi,"<img src=""https://image.tmdb.org/t/p/w500/yWGNWknWP8pJmfLr3o0AMz5QTzi.jpg"" width=""300"">","Known for Love Will Tear Us Apart, Hidden Blade, and The Rescue"
Will Poulter,"<img src=""https://image.tmdb.org/t/p/w500/9blYMaj79VGC6BHTLmJp3V5S8r3.jpg"" width=""300"">","Known for Warfare, Death of a Unicorn, and The Maze Runner"
Connie Britton,"<img src=""https://image.tmdb.org/t/p/w500/lxfHf4tTx5NukbemcJjmgqqFAiV.jpg"" width=""300"">","Known for The Life List, Here After, and A Nightmare on Elm Street"
Lisa Kudrow,"<img src=""https://image.tmdb.org/t/p/w500/ziatnwJRiBJIcc8jlk6xoClhfOy.jpg"" width=""300"">","Known for The Boss Baby: Family Business, Easy A, and Neighbors"
Daisy Ridley,"<img src=""https://image.tmdb.org/t/p/w500/e77LbvRk5Qu3qtsBlpgr74GnPao.jpg"" width=""300"">","Known for Star Wars: The Last Jedi, Cleaner, and Star Wars: The Rise of Skywalker"
Marius De Saeger,"<img src=""https://image.tmdb.org/t/p/w500/6BR6QggAi62rw5ZdDc7ct7Ww8It.jpg"" width=""300"">",Known for Young Hearts
Michelle Rodriguez,"<img src=""https://image.tmdb.org/t/p/w500/xSvkVrLz6xas1mCeOR9i4QtmhnQ.jpg"" width=""300"">","Known for Fast X, Avatar, and Furious 7"
Julie Bowen,"<img src=""https://image.tmdb.org/t/p/w500/5ewqnbPAY0EzZObGHIKU4VsCanD.jpg"" width=""300"">","Known for Happy Gilmore, Totally Killer, and The Fallout"
James Remar,"<img src=""https://image.tmdb.org/t/p/w500/ctMVpFDKKWCty60lLORf3IoJcv9.jpg"" width=""300"">","Known for Oppenheimer, Ratatouille, and Transformers One"
Zhang Miaoyi,"<img src=""https://image.tmdb.org/t/p/w500/bjXOIPJG7dIsFrBiPXMBcJPbMWN.jpg"" width=""300"">",Known for The Dream of the Red Chamber
Jodie Comer,"<img src=""https://image.tmdb.org/t/p/w500/iOP2tHyxtPiUzIBHzxxehBy9Khu.jpg"" width=""300"">","Known for 28 Years Later, Star Wars: The Rise of Skywalker, and Free Guy"
Anna-Maria Sieklucka,"<img src=""https://image.tmdb.org/t/p/w500/c5Rhg0pewnANvLfx2fDXKTLawTb.jpg"" width=""300"">","Known for 365 Days: This Day, The Next 365 Days, and 365 Days"
Liu Yifei,"<img src=""https://image.tmdb.org/t/p/w500/rXtN9j6pnMsMb8D016NXV40tFv0.jpg"" width=""300"">","Known for Mulan, The Forbidden Kingdom, and Outcast"
AngelaBaby,"<img src=""https://image.tmdb.org/t/p/w500/gbnjGrNhlvGu1sXhcm0J2IW0orD.jpg"" width=""300"">","Known for Independence Day: Resurgence, Hitman: Agent 47, and Rise of the Legend"
Keiko Kitagawa,"<img src=""https://image.tmdb.org/t/p/w500/hbFxLjMvFnbdPA81RnJ5F9Pdi91.jpg"" width=""300"">","Known for The Fast and the Furious: Tokyo Drift, The Promised Neverland, and Let Me Eat Your Pancreas"
Eric Bana,"<img src=""https://image.tmdb.org/t/p/w500/xIjQVywxkymHbbSO7lD2F9f377W.jpg"" width=""300"">","Known for Memoir of a Snail, Finding Nemo, and Troy"
